record_id	node	label	n_experiment
exp_2871	UBERON_0000153	anterior region of body	114
exp_3299	UBERON_0000153	anterior region of body	114
exp_2746	UBERON_0000153	anterior region of body	114
exp_0940	UBERON_0000153	anterior region of body	114
exp_0942	UBERON_0000153	anterior region of body	114
exp_3911	UBERON_0000153	anterior region of body	114
exp_3455	UBERON_0000153	anterior region of body	114
exp_1840	UBERON_0000153	anterior region of body	114
exp_3057	UBERON_0000153	anterior region of body	114
exp_3055	UBERON_0000153	anterior region of body	114
exp_3058	UBERON_0000153	anterior region of body	114
exp_3056	UBERON_0000153	anterior region of body	114
exp_3059	UBERON_0000153	anterior region of body	114
exp_3061	UBERON_0000153	anterior region of body	114
exp_3060	UBERON_0000153	anterior region of body	114
exp_3062	UBERON_0000153	anterior region of body	114
exp_2743	UBERON_0000153	anterior region of body	114
exp_3397	UBERON_0000153	anterior region of body	114
exp_3135	UBERON_0000153	anterior region of body	114
exp_2997	UBERON_0000153	anterior region of body	114
exp_3954	UBERON_0000153	anterior region of body	114
exp_3000	UBERON_0000153	anterior region of body	114
exp_2998	UBERON_0000153	anterior region of body	114
exp_2999	UBERON_0000153	anterior region of body	114
exp_3439	UBERON_0000153	anterior region of body	114
exp_3440	UBERON_0000153	anterior region of body	114
exp_3437	UBERON_0000153	anterior region of body	114
exp_3132	UBERON_0000153	anterior region of body	114
exp_3134	UBERON_0000153	anterior region of body	114
exp_3133	UBERON_0000153	anterior region of body	114
exp_3438	UBERON_0000153	anterior region of body	114
exp_2617	UBERON_0000153	anterior region of body	114
exp_2855	UBERON_0000153	anterior region of body	114
exp_2858	UBERON_0000153	anterior region of body	114
exp_2857	UBERON_0000153	anterior region of body	114
exp_2860	UBERON_0000153	anterior region of body	114
exp_2862	UBERON_0000153	anterior region of body	114
exp_2859	UBERON_0000153	anterior region of body	114
exp_2861	UBERON_0000153	anterior region of body	114
exp_2856	UBERON_0000153	anterior region of body	114
exp_0837	UBERON_0000153	anterior region of body	114
exp_3063	UBERON_0000153	anterior region of body	114
exp_3064	UBERON_0000153	anterior region of body	114
exp_3696	UBERON_0000153	anterior region of body	114
exp_2749	UBERON_0000153	anterior region of body	114
exp_3884	UBERON_0000153	anterior region of body	114
exp_3883	UBERON_0000153	anterior region of body	114
exp_3880	UBERON_0000153	anterior region of body	114
exp_3881	UBERON_0000153	anterior region of body	114
exp_3882	UBERON_0000153	anterior region of body	114
exp_2874	UBERON_0000153	anterior region of body	114
exp_2876	UBERON_0000153	anterior region of body	114
exp_2875	UBERON_0000153	anterior region of body	114
exp_3847	UBERON_0000153	anterior region of body	114
exp_3848	UBERON_0000153	anterior region of body	114
exp_3849	UBERON_0000153	anterior region of body	114
exp_2481	UBERON_0000153	anterior region of body	114
exp_0990	UBERON_0000153	anterior region of body	114
exp_0991	UBERON_0000153	anterior region of body	114
exp_2873	UBERON_0000153	anterior region of body	114
exp_3713	UBERON_0000479	tissue	256
exp_3716	UBERON_0000479	tissue	256
